#AGGR_TYPE_CD,S_MTCU,OCCPTN_GRP_CD,OCCPTN_SGRP_CD,NOC_CODE_RANK,NOC_CODE_PERCENTAGE,NOC_CODE_CODE,NOC_DESCRIPTION_ENGLISH,NOC_DESCRIPTION_FRENCH
Program,G-71829,A,A01,2,17,5222,Film and video camera operators,Cadreurs/cadreuses de films et cadreurs/cadreuses vidéo
Program,G-71829,A,A01,2,17,5252,Coaches,Entraîneurs/entraîneuses
Program,G-71829,A,A01,2,17,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,G-71833,A,A04,3,2,621,Retail and wholesale trade managers,Directeurs/directrices - commerce de détail et de gros
Program,G-71833,A,A04,3,2,1414,Receptionists,Réceptionnistes
Program,G-71833,A,A04,3,2,2252,Industrial designers,Designers industriels/designers industrielles
Program,G-71833,A,A04,3,2,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71833,A,A04,1,67,5242,Interior designers and interior decorators,Designers d'intérieur et décorateurs/décoratrices d'intérieur
Program,G-71833,A,A04,3,2,5243,"Theatre, fashion, exhibit and other creative designers","Ensembliers/ensemblières de théâtre, dessinateurs/dessinatrices de mode, concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices art"
Program,G-71833,A,A04,3,2,6411,Sales and account representatives - wholesale trade (non-technical),Représentants/représentantes des ventes et des comptes - commerce de gros (non-technique)
Program,G-71833,A,A04,2,5,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71833,A,A04,3,2,6611,Cashiers,Caissiers/caissières
Program,G-71833,A,A04,3,2,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-71833,A,A04,3,2,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",Entrepreneurs/entrepreneuses et contremaîtres/contremaîtresses des autres métiers de la construction et des services de réparation et d'installation
Program,G-71833,A,A04,3,2,7251,Plumbers,Plombiers/plombières
Program,G-71833,A,A04,3,2,7441,Residential and commercial installers and servicers,"Personnel d'installation, d'entretien et de réparation d'équipement résidentiel et commercial"
Program,G-71833,A,A04,3,2,7611,Construction trades helpers and labourers,Aides de soutien des métiers et manoeuvres en construction
Program,G-71900,A,A01,3,7,2174,Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs
Program,G-71900,A,A01,2,8,2175,Web designers and developers,Concepteurs/conceptrices et développeurs/développeuses Web
Program,G-71900,A,A01,3,7,5223,Graphic arts technicians,Techniciens/techniciennes en graphisme
Program,G-71900,A,A01,1,40,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71900,A,A01,3,7,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-71901,A,A01,3,4,5223,Graphic arts technicians,Techniciens/techniciennes en graphisme
Program,G-71901,A,A01,2,10,5225,Audio and video recording technicians,Techniciens/techniciennes en enregistrement audio et vidéo
Program,G-71901,A,A01,4,4,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts","Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène"
Program,G-71901,A,A01,1,45,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71901,A,A01,5,3,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71902,A,A01,3,4,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-71902,A,A01,5,2,1411,General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales
Program,G-71902,A,A01,2,32,2175,Web designers and developers,Concepteurs/conceptrices et développeurs/développeuses Web
Program,G-71902,A,A01,5,2,5223,Graphic arts technicians,Techniciens/techniciennes en graphisme
Program,G-71902,A,A01,1,49,5241,Graphic designers and illustrators,Designers graphiques et illustrateurs/illustratrices
Program,G-71902,A,A01,5,2,5252,Coaches,Entraîneurs/entraîneuses
Program,G-71902,A,A01,3,4,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71902,A,A01,5,2,6742,"Other service support occupations, n.e.c.","Autre personnel de soutien en service, n.c.a."
Program,G-71902,A,A01,5,2,9411,"Machine operators, mineral and metal processing",Opérateurs/opératrices de machines dans le traitement des métaux et des minerais
Program,G-71903,A,A01,4,6,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,G-71903,A,A01,3,7,5123,Journalists,Journalistes
Program,G-71903,A,A01,1,15,5131,"Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé"
Program,G-71903,A,A01,4,6,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts","Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène"
Program,G-71903,A,A01,2,10,5231,Announcers and other broadcasters,Annonceurs/annonceures et autres communicateurs/communicatrices de la radio et de la télévision
Program,G-71905,A,A01,2,20,1434,"Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers"
Program,G-71905,A,A01,2,20,5123,Journalists,Journalistes
Program,G-71905,A,A01,2,20,5131,"Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé"
Program,G-71905,A,A01,1,40,6552,Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle
Program,G-71912,A,A03,2,16,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts","Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène"
Program,G-71912,A,A03,3,7,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène"
Program,G-71912,A,A03,1,20,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-71912,A,A03,5,5,6561,"Image, social and other personal consultants","Conseillers/conseillères imagistes, conseillers mondains/conseillères mondaines et autres conseillers/conseillères en soins personnalisés"
Program,G-71912,A,A03,3,7,6562,"Estheticians, electrologists and related occupations","Esthéticiens/esthéticiennes, électrolystes et personnel assimilé"
Program,G-71913,A,A02,1,25,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène"
Program,G-71913,A,A02,1,25,5243,"Theatre, fashion, exhibit and other creative designers","Ensembliers/ensemblières de théâtre, dessinateurs/dessinatrices de mode, concepteurs/conceptrices d'expositions et autres concepteurs/conceptrices art"
Program,G-71913,A,A02,4,13,5245,"Patternmakers - textile, leather and fur products",Patronniers/patronnières de produits textiles et d'articles en cuir et en fourrure
Program,G-71913,A,A02,4,13,6342,"Tailors, dressmakers, furriers and milliners","Tailleurs/tailleuses, couturiers/couturières, fourreurs/fourreuses et modistes"
Program,G-71913,A,A02,1,25,6622,"Store shelf stockers, clerks and order fillers","Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins"
Program,G-71996,A,A01,4,9,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-71996,A,A01,2,11,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,G-71996,A,A01,3,10,5122,Editors,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles"
Program,G-71996,A,A01,1,16,5123,Journalists,Journalistes
Program,G-71996,A,A01,4,9,5131,"Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé"
Program,G-72000,A,A01,1,26,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-72000,A,A01,3,5,1221,Administrative officers,Agents/agentes d'administration
Program,G-72000,A,A01,3,5,1414,Receptionists,Réceptionnistes
Program,G-72000,A,A01,3,5,4012,Post-secondary teaching and research assistants,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire
Program,G-72000,A,A01,3,5,4163,Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing"
Program,G-72000,A,A01,3,5,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,G-72000,A,A01,3,5,5131,"Producers, directors, choreographers and related occupations","Producteurs/productrices, réalisateurs/réalisatrices, chorégraphes et personnel assimilé"
Program,G-72000,A,A01,2,7,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts","Autre personnel technique et personnel de coordination du cinéma, de la radiotélédiffusion et des arts de la scène"
Program,G-72000,A,A01,3,5,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène"
Program,G-72000,A,A01,3,5,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,G-72001,A,A01,3,6,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-72001,A,A01,2,9,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,G-72001,A,A01,3,6,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts","Personnel de soutien du cinéma, de la radiotélédiffusion, de la photographie et des arts de la scène"
Program,G-72001,A,A01,1,17,6421,Retail salespersons,Vendeurs/vendeuses - commerce de détail
Program,G-72001,A,A01,3,6,6513,Food and beverage servers,Serveurs/serveuses d'aliments et de boissons
Program,G-72001,A,A01,3,6,6541,Security guards and related security service occupations,Agents/agentes de sécurité et personnel assimilé des services de sécurité
Program,G-72001,A,A01,3,6,6711,"Food counter attendants, kitchen helpers and related support occupations","Serveurs/serveuses au comptoir, aides de cuisine et personnel de soutien assimilé"
Program,G-72001,A,A01,3,6,7452,Material handlers,Manutentionnaires
Program,G-72003,A,A01,3,7,1123,"Professional occupations in advertising, marketing and public relations","Professionnels/professionnelles en publicité, en marketing et en relations publiques"
Program,G-72003,A,A01,4,3,1221,Administrative officers,Agents/agentes d'administration
Program,G-72003,A,A01,2,8,4021,College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle
Program,G-72003,A,A01,1,16,5121,Authors and writers,"Auteurs/auteures, rédacteurs/rédactrices et écrivains/écrivaines"
Program,G-72003,A,A01,4,3,5122,Editors,"Réviseurs/réviseures, rédacteurs-réviseurs/rédactrices-réviseures et chefs du service des nouvelles"
Program,G-72004,A,A01,5,7,4212,Social and community service workers,Travailleurs/travailleuses des services sociaux et communautaires
